"player_id","full_name","position_group","position","birth_date","rookie_year","experience_years","active_status","source","normalized_at"
"AbraMi00","Micah Abraham","other","DB","1900-01-01","2023","1","active","https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv","2026-05-05T15:38:42Z"
"AbraMi00","Micah Abraham","other","DB","1900-01-01","2023","1","active","https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv","2026-05-05T15:38:42Z"
"AdamDa01","Davante Adams","offense_skill","WR","1900-01-01","2023","1","active","https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv","2026-05-05T15:38:42Z"
"AkerCa00","Cam Akers","offense_skill","RB","1900-01-01","2023","1","active","https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv","2026-05-05T15:38:42Z"
"AlleKe00","Keenan Allen","offense_skill","WR","1900-01-01","2023","1","active","https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv","2026-05-05T15:38:42Z"
"BakeJa00","Javon Baker","offense_skill","WR","1900-01-01","2023","1","active","https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv","2026-05-05T15:38:42Z"
"BakeJe00","Jerome Baker","defense_second_level","LB","1900-01-01","2023","1","active","https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv","2026-05-05T15:38:42Z"
"BarnAJ00","AJ Barner","offense_skill","TE","1900-01-01","2023","1","active","https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv","2026-05-05T15:38:42Z"
"BarrMi00","Michael Barrett","defense_second_level","LB","1900-01-01","2023","1","active","https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv","2026-05-05T15:38:42Z"
"BateRy02","Ryan Bates","other","UNK","1900-01-01","2023","1","active","https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv","2026-05-05T15:38:42Z"
"BookAu00","Austin Booker","defense_front","DL","1900-01-01","2023","1","active","https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv","2026-05-05T15:38:42Z"
"BootAn00","Andrew Booth","other","DB","1900-01-01","2023","1","active","https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv","2026-05-05T15:38:42Z"
"BrooJo02","Jonathon Brooks","offense_skill","RB","1900-01-01","2023","1","active","https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv","2026-05-05T15:38:42Z"
"BrowBa01","Baron Browning","defense_second_level","LB","1900-01-01","2023","1","active","https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv","2026-05-05T15:38:42Z"
