"team_id","nfl_season","nfl_week","games_played","wins","losses","ties","win_pct","point_diff_per_game","offensive_epa_per_play","aggregated_at"
"ARI","2024","1","17","7","10","0","0.4118","-1.4531","-0.0097","2026-05-05T15:38:42Z"
"ATL","2024","1","17","8","9","0","0.4706","0.0469","0.0003","2026-05-05T15:38:42Z"
"BAL","2024","1","17","12","5","0","0.7059","6.0469","0.0403","2026-05-05T15:38:42Z"
"BUF","2024","1","17","13","4","0","0.7647","7.5469","0.0503","2026-05-05T15:38:42Z"
"CAR","2024","1","17","5","12","0","0.2941","-4.4531","-0.0297","2026-05-05T15:38:42Z"
"CHI","2024","1","17","4","13","0","0.2353","-5.9531","-0.0397","2026-05-05T15:38:42Z"
"CIN","2024","1","17","9","8","0","0.5294","1.5469","0.0103","2026-05-05T15:38:42Z"
"CLE","2024","1","17","3","14","0","0.1765","-7.4531","-0.0497","2026-05-05T15:38:42Z"
"DAL","2024","1","17","7","10","0","0.4118","-1.4531","-0.0097","2026-05-05T15:38:42Z"
"DEN","2024","1","17","10","7","0","0.5882","3.0469","0.0203","2026-05-05T15:38:42Z"
"DET","2024","1","17","14","3","0","0.8235","9.0469","0.0603","2026-05-05T15:38:42Z"
"GB","2024","1","17","10","7","0","0.5882","3.0469","0.0203","2026-05-05T15:38:42Z"
"HOU","2024","1","17","10","7","0","0.5882","3.0469","0.0203","2026-05-05T15:38:42Z"
"IND","2024","1","17","8","9","0","0.4706","0.0469","0.0003","2026-05-05T15:38:42Z"
"JAX","2024","1","17","4","13","0","0.2353","-5.9531","-0.0397","2026-05-05T15:38:42Z"
"KC","2024","1","17","15","2","0","0.8824","10.5469","0.0703","2026-05-05T15:38:42Z"
"LAC","2024","1","17","11","6","0","0.6471","4.5469","0.0303","2026-05-05T15:38:42Z"
"LAR","2024","1","17","0","17","0","0.0000","-11.9531","-0.0797","2026-05-05T15:38:42Z"
"LV","2024","1","17","4","13","0","0.2353","-5.9531","-0.0397","2026-05-05T15:38:42Z"
"MIA","2024","1","17","7","10","0","0.4118","-1.4531","-0.0097","2026-05-05T15:38:42Z"
"MIN","2024","1","17","14","3","0","0.8235","9.0469","0.0603","2026-05-05T15:38:42Z"
"NE","2024","1","17","4","13","0","0.2353","-5.9531","-0.0397","2026-05-05T15:38:42Z"
"NO","2024","1","17","5","12","0","0.2941","-4.4531","-0.0297","2026-05-05T15:38:42Z"
"NYG","2024","1","17","3","14","0","0.1765","-7.4531","-0.0497","2026-05-05T15:38:42Z"
"NYJ","2024","1","17","5","12","0","0.2941","-4.4531","-0.0297","2026-05-05T15:38:42Z"
"PHI","2024","1","17","13","4","0","0.7647","7.5469","0.0503","2026-05-05T15:38:42Z"
"PIT","2024","1","17","10","7","0","0.5882","3.0469","0.0203","2026-05-05T15:38:42Z"
"SEA","2024","1","17","9","8","0","0.5294","1.5469","0.0103","2026-05-05T15:38:42Z"
"SF","2024","1","17","6","11","0","0.3529","-2.9531","-0.0197","2026-05-05T15:38:42Z"
"TB","2024","1","17","10","7","0","0.5882","3.0469","0.0203","2026-05-05T15:38:42Z"
"TEN","2024","1","17","3","14","0","0.1765","-7.4531","-0.0497","2026-05-05T15:38:42Z"
"WAS","2024","1","17","12","5","0","0.7059","6.0469","0.0403","2026-05-05T15:38:42Z"
