"team_id","nfl_season","nfl_week","games_played","wins","losses","ties","win_pct","point_diff_per_game","offensive_epa_per_play","aggregated_at"
"ARI","2019","1","14","5","8","1","0.3929","-3.3571","-0.0150","2026-05-08T18:54:18Z"
"ATL","2019","1","15","7","8","0","0.4667","0.6000","0.0000","2026-05-08T18:54:18Z"
"BAL","2019","1","15","13","2","0","0.8667","14.0000","0.0600","2026-05-08T18:54:18Z"
"BUF","2019","1","16","10","6","0","0.6250","3.4375","0.0300","2026-05-08T18:54:18Z"
"CAR","2019","1","15","5","10","0","0.3333","-8.4667","-0.0200","2026-05-08T18:54:18Z"
"CHI","2019","1","14","8","6","0","0.5714","-0.3571","0.0100","2026-05-08T18:54:18Z"
"CIN","2019","1","14","2","12","0","0.1429","-8.5714","-0.0500","2026-05-08T18:54:18Z"
"CLE","2019","1","15","6","9","0","0.4000","-3.4000","-0.0100","2026-05-08T18:54:18Z"
"DAL","2019","1","15","7","8","0","0.4667","6.0000","0.0000","2026-05-08T18:54:18Z"
"DEN","2019","1","14","6","8","0","0.4286","-1.9286","-0.0100","2026-05-08T18:54:18Z"
"DET","2019","1","15","3","11","1","0.2333","-5.0000","-0.0350","2026-05-08T18:54:18Z"
"GB","2019","1","15","12","3","0","0.8000","3.0000","0.0500","2026-05-08T18:54:18Z"
"HOU","2019","1","15","9","6","0","0.6000","-0.6667","0.0200","2026-05-08T18:54:18Z"
"IND","2019","1","15","7","8","0","0.4667","-0.3333","0.0000","2026-05-08T18:54:18Z"
"JAX","2019","1","15","5","10","0","0.3333","-6.7333","-0.0200","2026-05-08T18:54:18Z"
"KC","2019","1","14","10","4","0","0.7143","6.7143","0.0300","2026-05-08T18:54:18Z"
"LAC","2019","1","14","5","9","0","0.3571","0.0714","-0.0200","2026-05-08T18:54:18Z"
"LAR","2019","1","0","0","0","0","0.0000","0.0000","-0.0700","2026-05-08T18:54:18Z"
"LV","2019","1","0","0","0","0","0.0000","0.0000","-0.0700","2026-05-08T18:54:18Z"
"MIA","2019","1","16","5","11","0","0.3125","-11.7500","-0.0200","2026-05-08T18:54:18Z"
"MIN","2019","1","15","9","6","0","0.6000","5.6000","0.0200","2026-05-08T18:54:18Z"
"NE","2019","1","16","12","4","0","0.7500","12.1875","0.0500","2026-05-08T18:54:18Z"
"NO","2019","1","15","13","2","0","0.8667","9.0000","0.0600","2026-05-08T18:54:18Z"
"NYG","2019","1","16","4","12","0","0.2500","-6.8750","-0.0300","2026-05-08T18:54:18Z"
"NYJ","2019","1","15","6","9","0","0.4000","-7.6000","-0.0100","2026-05-08T18:54:18Z"
"PHI","2019","1","16","9","7","0","0.5625","1.9375","0.0200","2026-05-08T18:54:18Z"
"PIT","2019","1","15","7","8","0","0.4667","-1.2667","0.0000","2026-05-08T18:54:18Z"
"SEA","2019","1","14","10","4","0","0.7143","1.5714","0.0300","2026-05-08T18:54:18Z"
"SF","2019","1","14","11","3","0","0.7857","10.9286","0.0400","2026-05-08T18:54:18Z"
"TB","2019","1","15","6","9","0","0.4000","-0.4000","-0.0100","2026-05-08T18:54:18Z"
"TEN","2019","1","15","8","7","0","0.5333","3.3333","0.0100","2026-05-08T18:54:18Z"
"WAS","2019","1","16","3","13","0","0.1875","-10.5625","-0.0400","2026-05-08T18:54:18Z"
